"","Sample","loci","n"
"2739","21","5220",1
"2740","21","5257",1
"2741","21","5264",32
"2742","21","5271",2
"2743","21","5273",6
"2744","21","5280",1670
"2745","21","5296",4
"2746","21","5299",47
"2747","21","5304",3
"2748","21","5318",1
"2749","21","5326",89
"2750","21","5328",95
"2751","21","5333",545
"2752","21","5335",75
"2753","21","5339",10
"2754","21","5343",5
"2755","21","5348",7
"2756","21","5354",1
"2757","21","5355",3
"2758","21","5357",1
"2759","21","5366",15
"2760","21","5398",706
"2761","21","5404",9
"2762","21","5406",9
"2763","21","5421",4
"2764","21","5422",9
"2765","21","5426",40
"2766","21","5427",34
"2767","21","5428",6
"2768","21","5430",171
"2769","21","5434",18
"2770","21","5449",33
"2771","21","5454",101
"2772","21","5460",23
"2773","21","5463",27
"2774","21","5464",47
"2775","21","5469",26
"2776","21","5489",26
"2777","21","5502",349
"2778","21","5513",10
"2779","21","5528",53
"2780","21","5531",7
"2781","21","5536",8
"2782","21","5551",2
"2783","21","5554",1131
"2784","21","5562",1
"2785","21","5594",6
"2786","21","5596",52
"2787","21","5599",18
"2788","21","5614",18
"2789","21","5620",7
"2790","21","5634",682
"2791","21","5639",10
"2792","21","5644",10
"2793","21","5664",20
"2794","21","5670",3
"2795","21","5699",2
"2796","21","5702",3
"2797","21","5703",1
"2798","21","5716",64
"2799","21","5721",3
"2800","21","5733",1
"2801","21","5744",1
"2802","21","5770",40
"2803","21","5772",2
"2804","21","5791",1
"2805","21","5815",2
"2806","21","5816",3
"2807","21","5821",1
"2808","21","5822",4
"2809","21","5840",15
"2810","21","5841",1
"2811","21","5842",1
"2812","21","5843",2
"2813","21","5849",5
"2814","21","5857",4
"2815","21","5858",96
"2816","21","5859",4
"2817","21","5865",19
"2818","21","5866",2
"2819","21","5870",6
"2820","21","5893",3
"2821","21","5894",16
"2822","21","5899",9
"2823","21","5910",9
"2824","21","5913",11
"2825","21","5919",5
"2826","21","5921",42
"2827","21","5922",12
"2828","21","5926",3
"2829","21","5933",1
"2830","21","5936",4
"2831","21","5940",8
"2832","21","5941",2
"2833","21","5943",158
"2834","21","5944",16
"2835","21","5945",49
"2836","21","5949",7
"2837","21","5950",6
"2838","21","5958",13
"2839","21","5960",18
"2840","21","5968",731
"2841","21","5974",8
"2842","21","5977",3
"2843","21","5980",3
"2844","21","5981",5
"2845","21","5990",69
"2846","21","6000",5
"2847","21","6003",1
"2848","21","6004",7
"2849","21","6016",6
"2850","21","6026",40
"2851","21","6034",20
"2852","21","6036",192
"2853","21","6038",81
"2854","21","6041",5
"2855","21","6048",6
"2856","21","6051",48
"2857","21","6056",7
"2858","21","6064",29
"2859","21","6068",2
"2860","21","6072",4
"2861","21","6098",22
"2862","21","6110",437
"2863","21","6114",5
"2864","21","6119",42
"2865","21","6128",1245
"2866","21","6130",2
"2867","21","6139",38
"2868","21","6150",2
"2869","21","6164",44
"2870","21","6175",6
"2871","21","6176",83
"2872","21","6198",11
"2873","21","6216",8
"2874","21","6221",1
"2875","21","6226",9
"2876","21","6238",189
"2877","21","6258",15
"2878","21","6270",10
"2879","21","6274",2
"2880","21","6282",11
"2881","21","6284",15
"2882","21","6295",5
"2883","21","6298",5
"2884","21","6299",2
"2885","21","6303",82
"2886","21","6318",10
"2887","21","6320",28
"2888","21","6363",55
"2889","21","6366",5
"2890","21","6373",7
"2891","21","6376",3
"2892","21","6383",305
"2893","21","6387",29
"2894","21","6389",33
"2895","21","6393",7
"2896","21","6401",2
"2897","21","6404",24
"2898","21","6405",4
"2899","21","6406",8
"2900","21","6407",2
"2901","21","6439",8
"2902","21","6447",304
"2903","21","6448",1
"2904","21","6450",33
"2905","21","6454",3
"2906","21","6457",4
"2907","21","6458",2
"2908","21","6459",1
"2909","21","6460",642
"2910","21","6462",167
"2911","21","6483",32
"2912","21","6487",13
"2913","21","6488",1745
"2914","21","6492",9
"2915","21","6494",20
"2916","21","6498",1
"2917","21","6500",21
"2918","21","6506",60
"2919","21","6507",13
"2920","21","6527",558
"2921","21","6531",2
"2922","21","6532",9
"2923","21","6538",1
"2924","21","6540",2
"2925","21","6544",564
"2926","21","6552",1063
"2927","21","6559",10
"2928","21","6563",10
"2929","21","6572",20
"2930","21","6601",3
"2931","21","6620",4
"2932","21","6631",6
"2933","21","6636",6
"2934","21","6649",1
"2935","21","6652",48
"2936","21","6660",169
"2937","21","6667",2
"2938","21","6679",1
"2939","21","6689",11
"2940","21","6705",1
"2941","21","6717",33
"2942","21","6733",4
"2943","21","6738",2
"2944","21","6746",4
"2945","21","6779",10
"2946","21","6780",1
"2947","21","6782",3
"2948","21","6785",10
"2949","21","6792",548
"2950","21","6797",1704
"2951","21","6825",4
"2952","21","6854",28
"2953","21","6860",8
"2954","21","6864",92
"2955","21","6875",3
"2956","21","6882",10
"2957","21","6883",40
"2958","21","6909",30
"2959","21","6913",12
"2960","21","6914",12
"2961","21","6924",947
"2962","21","6946",2
"2963","21","6947",12
"2964","21","6958",4
"2965","21","6962",2
"2966","21","6968",1
"2967","21","6977",7
"2968","21","6979",6
"2969","21","6992",6
"2970","21","7021",1
"2971","21","7024",4
"2972","21","7028",5
"2973","21","7029",3
"2974","21","7067",4
"2975","21","7111",2
"2976","21","7128",9
"2977","21","7135",8
"2978","21","7141",1
"2979","21","7174",284
"2980","21","7194",1
"2981","21","7273",5
"2982","21","7279",705
"2983","21","7313",14
"2984","21","7324",10
"2985","21","7325",1
"2986","21","7333",46
"2987","21","7336",2
"2988","21","7361",1
"2989","21","7363",24
"2990","21","7371",10
"2991","21","7572",1
"2992","21","7602",3
"2993","21","7628",4
"2994","22","4793",1
"2995","22","5188",1
"2996","22","5296",2
"2997","22","5304",1
"2998","22","5326",1
"2999","22","5454",1
"3000","22","5463",2
"3001","22","5554",1
"3002","22","5865",1
"3003","22","5913",1
"3004","22","5922",2
"3005","22","5945",1
"3006","22","6000",1
"3007","22","6034",1
"3008","22","6128",1
"3009","22","6198",2
"3010","22","6282",1
"3011","22","6295",1
"3012","22","6299",1
"3013","22","6405",1
"3014","22","6447",1
"3015","22","6460",1
"3016","22","6488",5
"3017","22","6533",1
"3018","23","4471",124
"3019","23","4527",129
"3020","23","4724",76
"3021","23","4757",1124
"3022","23","4793",273
"3023","23","4796",92
"3024","23","4802",183
"3025","23","4806",63
"3026","23","4848",271
"3027","23","4889",346
"3028","23","4890",8
"3029","23","4893",148
"3030","23","4932",41
"3031","23","4942",116
"3032","23","4954",329
"3033","23","4989",150
"3034","23","4992",260
"3035","23","5018",5
"3036","23","5032",1017
"3037","23","5034",40
"3038","23","5038",2
"3039","23","5090",149
"3040","23","5104",24
"3041","23","5116",3
"3042","23","5123",165
"3043","23","5131",51
"3044","23","5138",28
"3045","23","5162",141
"3046","23","5163",265
"3047","23","5168",631
"3048","23","5177",327
"3049","23","5188",51
"3050","23","5200",125
"3051","23","5206",82
"3052","23","5220",2
"3053","23","5257",110
"3054","23","5264",75
"3055","23","5271",2
"3056","23","5273",76
"3057","23","5280",774
"3058","23","5296",162
"3059","23","5299",91
"3060","23","5304",118
"3061","23","5326",502
"3062","23","5328",1363
"3063","23","5333",85
"3064","23","5335",339
"3065","23","5339",374
"3066","23","5343",98
"3067","23","5354",45
"3068","23","5355",647
"3069","23","5366",286
"3070","23","5398",206
"3071","23","5406",237
"3072","23","5421",92
"3073","23","5422",1
"3074","23","5426",327
"3075","23","5434",205
"3076","23","5449",129
"3077","23","5454",727
"3078","23","5460",6
"3079","23","5469",45
"3080","23","5477",253
"3081","23","5489",178
"3082","23","5502",41
"3083","23","5513",48
"3084","23","5528",237
"3085","23","5536",18
"3086","23","5551",63
"3087","23","5554",763
"3088","23","5578",586
"3089","23","5594",601
"3090","23","5596",859
"3091","23","5599",327
"3092","23","5614",343
"3093","23","5620",243
"3094","23","5639",149
"3095","23","5644",3
"3096","23","5660",4
"3097","23","5664",135
"3098","23","5670",15
"3099","23","5699",28
"3100","23","5702",59
"3101","23","5703",359
"3102","23","5716",413
"3103","23","5721",155
"3104","23","5733",31
"3105","23","5770",121
"3106","23","5772",40
"3107","23","5791",17
"3108","23","5802",44
"3109","23","5816",2
"3110","23","5821",101
"3111","23","5822",44
"3112","23","5840",451
"3113","23","5841",6
"3114","23","5842",106
"3115","23","5849",42
"3116","23","5853",31
"3117","23","5857",88
"3118","23","5858",1324
"3119","23","5859",121
"3120","23","5865",266
"3121","23","5866",605
"3122","23","5870",1
"3123","23","5893",373
"3124","23","5894",38
"3125","23","5899",37
"3126","23","5910",126
"3127","23","5913",142
"3128","23","5919",11
"3129","23","5921",334
"3130","23","5922",159
"3131","23","5926",41
"3132","23","5933",141
"3133","23","5936",163
"3134","23","5940",74
"3135","23","5941",19
"3136","23","5942",197
"3137","23","5943",196
"3138","23","5944",116
"3139","23","5945",99
"3140","23","5950",20
"3141","23","5958",8
"3142","23","5960",66
"3143","23","5968",1031
"3144","23","5974",396
"3145","23","5980",2
"3146","23","5981",36
"3147","23","5990",69
"3148","23","6000",85
"3149","23","6003",13
"3150","23","6004",202
"3151","23","6016",305
"3152","23","6026",95
"3153","23","6029",25
"3154","23","6034",145
"3155","23","6036",405
"3156","23","6038",204
"3157","23","6041",225
"3158","23","6051",546
"3159","23","6098",69
"3160","23","6110",220
"3161","23","6119",297
"3162","23","6128",11172
"3163","23","6130",7
"3164","23","6139",310
"3165","23","6175",45
"3166","23","6176",147
"3167","23","6198",713
"3168","23","6226",82
"3169","23","6227",7
"3170","23","6238",220
"3171","23","6258",120
"3172","23","6265",58
"3173","23","6270",42
"3174","23","6274",2
"3175","23","6282",4
"3176","23","6284",493
"3177","23","6295",75
"3178","23","6298",59
"3179","23","6303",84
"3180","23","6318",30
"3181","23","6320",423
"3182","23","6363",65
"3183","23","6366",2
"3184","23","6373",211
"3185","23","6376",10
"3186","23","6383",77
"3187","23","6384",131
"3188","23","6387",39
"3189","23","6389",63
"3190","23","6393",5
"3191","23","6398",420
"3192","23","6401",63
"3193","23","6404",115
"3194","23","6405",299
"3195","23","6406",57
"3196","23","6412",8
"3197","23","6420",29
"3198","23","6432",35
"3199","23","6439",40
"3200","23","6447",4543
"3201","23","6450",101
"3202","23","6454",250
"3203","23","6458",58
"3204","23","6459",844
"3205","23","6460",626
"3206","23","6462",76
"3207","23","6483",34
"3208","23","6487",14
"3209","23","6488",59
"3210","23","6492",20
"3211","23","6494",82
"3212","23","6496",45
"3213","23","6498",86
"3214","23","6500",301
"3215","23","6506",291
"3216","23","6507",51
"3217","23","6526",8
"3218","23","6527",96
"3219","23","6531",34
"3220","23","6532",168
"3221","23","6533",160
"3222","23","6540",96
"3223","23","6544",2000
"3224","23","6552",34
"3225","23","6559",61
"3226","23","6563",127
"3227","23","6572",117
"3228","23","6620",46
"3229","23","6636",50
"3230","23","6639",143
"3231","23","6641",405
"3232","23","6652",212
"3233","23","6667",66
"3234","23","6685",11
"3235","23","6689",144
"3236","23","6713",112
"3237","23","6717",571
"3238","23","6738",5
"3239","23","6746",408
"3240","23","6779",97
"3241","23","6780",27
"3242","23","6782",7
"3243","23","6785",37
"3244","23","6792",207
"3245","23","6797",280
"3246","23","6825",58
"3247","23","6854",33
"3248","23","6859",130
"3249","23","6860",2
"3250","23","6865",54
"3251","23","6875",471
"3252","23","6882",27
"3253","23","6883",96
"3254","23","6909",62
"3255","23","6913",293
"3256","23","6914",93
"3257","23","6924",132
"3258","23","6933",11
"3259","23","6947",182
"3260","23","6954",59
"3261","23","6961",125
"3262","23","6962",52
"3263","23","6968",21
"3264","23","6977",1
"3265","23","6978",53
"3266","23","6979",49
"3267","23","6992",56
"3268","23","7021",258
"3269","23","7028",361
"3270","23","7029",110
"3271","23","7067",163
"3272","23","7111",98
"3273","23","7128",32
"3274","23","7135",898
"3275","23","7174",1586
"3276","23","7241",3
"3277","23","7273",6
"3278","23","7279",45
"3279","23","7313",48
"3280","23","7324",68
"3281","23","7331",103
"3282","23","7333",155
"3283","23","7336",279
"3284","23","7361",165
"3285","23","7363",12
"3286","23","7371",736
"3287","23","7577",70
"3288","23","7583",241
"3289","23","7602",138
"3290","23","7628",157
"3291","24","4471",26
"3292","24","4527",45
"3293","24","4691",45
"3294","24","4724",40
"3295","24","4757",124
"3296","24","4796",5
"3297","24","4802",42
"3298","24","4848",29
"3299","24","4889",2
"3300","24","4890",30
"3301","24","4932",27
"3302","24","4942",17
"3303","24","4954",86
"3304","24","4989",7
"3305","24","4992",51
"3306","24","5018",13
"3307","24","5032",127
"3308","24","5038",1
"3309","24","5116",10
"3310","24","5123",1
"3311","24","5138",17
"3312","24","5162",19
"3313","24","5168",146
"3314","24","5177",106
"3315","24","5188",36
"3316","24","5206",9
"3317","24","5257",31
"3318","24","5273",4
"3319","24","5280",189
"3320","24","5296",48
"3321","24","5299",61
"3322","24","5304",13
"3323","24","5326",30
"3324","24","5328",96
"3325","24","5333",53
"3326","24","5335",175
"3327","24","5339",64
"3328","24","5343",23
"3329","24","5354",3
"3330","24","5355",400
"3331","24","5366",18
"3332","24","5398",83
"3333","24","5404",1
"3334","24","5406",17
"3335","24","5421",15
"3336","24","5426",26
"3337","24","5427",1
"3338","24","5434",40
"3339","24","5449",27
"3340","24","5454",153
"3341","24","5460",39
"3342","24","5464",24
"3343","24","5469",1
"3344","24","5477",16
"3345","24","5489",77
"3346","24","5502",2
"3347","24","5513",4
"3348","24","5528",45
"3349","24","5551",3
"3350","24","5554",179
"3351","24","5578",141
"3352","24","5594",23
"3353","24","5596",103
"3354","24","5599",96
"3355","24","5614",32
"3356","24","5620",124
"3357","24","5634",3
"3358","24","5639",14
"3359","24","5644",49
"3360","24","5670",7
"3361","24","5699",9
"3362","24","5702",70
"3363","24","5703",94
"3364","24","5716",49
"3365","24","5721",58
"3366","24","5770",58
"3367","24","5791",12
"3368","24","5816",13
"3369","24","5821",82
"3370","24","5840",8
"3371","24","5849",26
"3372","24","5853",32
"3373","24","5857",104
"3374","24","5858",90
"3375","24","5865",6
"3376","24","5866",233
"3377","24","5870",18
"3378","24","5893",9
"3379","24","5910",16
"3380","24","5913",3
"3381","24","5918",25
"3382","24","5919",12
"3383","24","5921",138
"3384","24","5922",445
"3385","24","5933",65
"3386","24","5936",76
"3387","24","5942",2
"3388","24","5943",57
"3389","24","5944",30
"3390","24","5945",15
"3391","24","5958",5
"3392","24","5960",51
"3393","24","5968",66
"3394","24","5974",126
"3395","24","5990",28
"3396","24","6004",101
"3397","24","6016",72
"3398","24","6026",10
"3399","24","6034",183
"3400","24","6036",157
"3401","24","6038",10
"3402","24","6041",42
"3403","24","6051",25
"3404","24","6098",60
"3405","24","6110",116
"3406","24","6119",83
"3407","24","6128",552
"3408","24","6139",74
"3409","24","6164",13
"3410","24","6175",4
"3411","24","6176",103
"3412","24","6198",210
"3413","24","6226",28
"3414","24","6238",1
"3415","24","6265",40
"3416","24","6274",1
"3417","24","6284",1
"3418","24","6295",2
"3419","24","6318",16
"3420","24","6320",50
"3421","24","6363",35
"3422","24","6373",6
"3423","24","6383",65
"3424","24","6384",39
"3425","24","6387",3
"3426","24","6389",44
"3427","24","6398",119
"3428","24","6401",29
"3429","24","6404",78
"3430","24","6405",73
"3431","24","6406",12
"3432","24","6439",33
"3433","24","6447",338
"3434","24","6450",42
"3435","24","6454",73
"3436","24","6458",20
"3437","24","6459",3
"3438","24","6460",333
"3439","24","6462",69
"3440","24","6483",36
"3441","24","6487",9
"3442","24","6488",211
"3443","24","6492",87
"3444","24","6498",8
"3445","24","6500",101
"3446","24","6506",118
"3447","24","6527",46
"3448","24","6531",1
"3449","24","6532",45
"3450","24","6533",7
"3451","24","6540",36
"3452","24","6544",157
"3453","24","6552",6
"3454","24","6620",4
"3455","24","6639",11
"3456","24","6641",22
"3457","24","6652",54
"3458","24","6660",1
"3459","24","6689",24
"3460","24","6713",44
"3461","24","6717",266
"3462","24","6733",4
"3463","24","6746",13
"3464","24","6779",1
"3465","24","6792",60
"3466","24","6797",49
"3467","24","6825",29
"3468","24","6848",2
"3469","24","6859",28
"3470","24","6860",12
"3471","24","6865",48
"3472","24","6875",20
"3473","24","6882",8
"3474","24","6883",109
"3475","24","6909",12
"3476","24","6913",5
"3477","24","6914",92
"3478","24","6924",37
"3479","24","6933",24
"3480","24","6947",223
"3481","24","6954",5
"3482","24","6962",70
"3483","24","6968",17
"3484","24","6979",17
"3485","24","6992",49
"3486","24","7021",27
"3487","24","7028",3
"3488","24","7029",69
"3489","24","7067",59
"3490","24","7111",25
"3491","24","7128",9
"3492","24","7135",200
"3493","24","7141",39
"3494","24","7174",67
"3495","24","7194",1
"3496","24","7313",67
"3497","24","7331",15
"3498","24","7336",15
"3499","24","7361",5
"3500","24","7363",1
"3501","24","7371",6
"3502","24","7577",3
"3503","24","7583",29
"3504","24","7628",3
"3505","25","4471",114
"3506","25","4527",230
"3507","25","4691",36
"3508","25","4724",79
"3509","25","4757",774
"3510","25","4793",148
"3511","25","4796",60
"3512","25","4802",165
"3513","25","4806",62
"3514","25","4848",130
"3515","25","4889",152
"3516","25","4890",108
"3517","25","4893",34
"3518","25","4932",70
"3519","25","4942",144
"3520","25","4954",594
"3521","25","4989",117
"3522","25","4992",187
"3523","25","5018",101
"3524","25","5032",615
"3525","25","5034",1
"3526","25","5038",39
"3527","25","5064",17
"3528","25","5090",45
"3529","25","5104",23
"3530","25","5116",11
"3531","25","5123",43
"3532","25","5131",61
"3533","25","5138",279
"3534","25","5162",282
"3535","25","5163",85
"3536","25","5168",336
"3537","25","5177",581
"3538","25","5188",93
"3539","25","5200",113
"3540","25","5206",118
"3541","25","5220",36
"3542","25","5257",137
"3543","25","5264",216
"3544","25","5271",1
"3545","25","5273",18
"3546","25","5280",1001
"3547","25","5296",194
"3548","25","5299",98
"3549","25","5304",52
"3550","25","5318",6
"3551","25","5326",139
"3552","25","5328",587
"3553","25","5333",293
"3554","25","5335",462
"3555","25","5339",357
"3556","25","5343",49
"3557","25","5348",9
"3558","25","5354",12
"3559","25","5355",1087
"3560","25","5357",29
"3561","25","5366",141
"3562","25","5398",337
"3563","25","5404",10
"3564","25","5406",137
"3565","25","5421",183
"3566","25","5426",515
"3567","25","5430",20
"3568","25","5434",217
"3569","25","5449",233
"3570","25","5454",442
"3571","25","5460",20
"3572","25","5463",19
"3573","25","5464",4
"3574","25","5469",8
"3575","25","5477",234
"3576","25","5489",189
"3577","25","5502",81
"3578","25","5513",79
"3579","25","5528",204
"3580","25","5536",16
"3581","25","5551",124
"3582","25","5554",448
"3583","25","5562",10
"3584","25","5578",452
"3585","25","5594",420
"3586","25","5596",646
"3587","25","5599",356
"3588","25","5614",496
"3589","25","5620",309
"3590","25","5634",28
"3591","25","5639",44
"3592","25","5644",21
"3593","25","5664",47
"3594","25","5670",68
"3595","25","5699",42
"3596","25","5702",232
"3597","25","5703",173
"3598","25","5716",229
"3599","25","5721",304
"3600","25","5733",61
"3601","25","5770",59
"3602","25","5791",27
"3603","25","5802",6
"3604","25","5815",8
"3605","25","5816",103
"3606","25","5821",167
"3607","25","5822",26
"3608","25","5840",244
"3609","25","5841",1
"3610","25","5842",127
"3611","25","5843",38
"3612","25","5849",33
"3613","25","5853",12
"3614","25","5857",332
"3615","25","5858",371
"3616","25","5865",192
"3617","25","5866",905
"3618","25","5870",29
"3619","25","5893",104
"3620","25","5894",8
"3621","25","5899",68
"3622","25","5910",160
"3623","25","5913",512
"3624","25","5918",4
"3625","25","5919",47
"3626","25","5921",699
"3627","25","5922",2102
"3628","25","5926",109
"3629","25","5933",95
"3630","25","5936",190
"3631","25","5940",28
"3632","25","5941",5
"3633","25","5942",321
"3634","25","5943",208
"3635","25","5944",224
"3636","25","5945",92
"3637","25","5949",68
"3638","25","5950",66
"3639","25","5958",27
"3640","25","5960",75
"3641","25","5968",545
"3642","25","5974",275
"3643","25","5977",65
"3644","25","5980",27
"3645","25","5981",11
"3646","25","5990",188
"3647","25","6000",134
"3648","25","6003",40
"3649","25","6004",188
"3650","25","6016",491
"3651","25","6026",87
"3652","25","6029",76
"3653","25","6034",215
"3654","25","6036",558
"3655","25","6038",157
"3656","25","6041",486
"3657","25","6050",34
"3658","25","6051",212
"3659","25","6056",1
"3660","25","6064",5
"3661","25","6068",13
"3662","25","6072",14
"3663","25","6098",185
"3664","25","6110",333
"3665","25","6119",337
"3666","25","6128",2703
"3667","25","6130",91
"3668","25","6139",220
"3669","25","6148",15
"3670","25","6164",20
"3671","25","6175",24
"3672","25","6176",453
"3673","25","6198",436
"3674","25","6216",2
"3675","25","6221",8
"3676","25","6226",160
"3677","25","6227",5
"3678","25","6238",215
"3679","25","6258",24
"3680","25","6265",111
"3681","25","6274",60
"3682","25","6282",47
"3683","25","6284",190
"3684","25","6295",269
"3685","25","6298",71
"3686","25","6303",130
"3687","25","6318",104
"3688","25","6320",337
"3689","25","6363",28
"3690","25","6366",1
"3691","25","6373",91
"3692","25","6376",55
"3693","25","6378",65
"3694","25","6379",6
"3695","25","6383",207
"3696","25","6384",99
"3697","25","6387",138
"3698","25","6389",76
"3699","25","6393",1
"3700","25","6398",345
"3701","25","6401",110
"3702","25","6404",172
"3703","25","6405",212
"3704","25","6406",111
"3705","25","6412",35
"3706","25","6420",73
"3707","25","6432",14
"3708","25","6439",62
"3709","25","6447",1567
"3710","25","6450",92
"3711","25","6454",81
"3712","25","6457",21
"3713","25","6458",11
"3714","25","6459",127
"3715","25","6460",1295
"3716","25","6462",92
"3717","25","6483",22
"3718","25","6487",157
"3719","25","6488",492
"3720","25","6492",155
"3721","25","6494",63
"3722","25","6496",19
"3723","25","6498",8
"3724","25","6500",191
"3725","25","6506",149
"3726","25","6507",7
"3727","25","6527",176
"3728","25","6532",118
"3729","25","6533",307
"3730","25","6540",179
"3731","25","6544",1034
"3732","25","6550",9
"3733","25","6552",17
"3734","25","6559",71
"3735","25","6563",168
"3736","25","6570",2
"3737","25","6572",28
"3738","25","6601",21
"3739","25","6620",128
"3740","25","6636",44
"3741","25","6639",328
"3742","25","6641",215
"3743","25","6649",4
"3744","25","6652",323
"3745","25","6660",28
"3746","25","6667",66
"3747","25","6679",32
"3748","25","6685",76
"3749","25","6689",174
"3750","25","6713",47
"3751","25","6717",865
"3752","25","6732",35
"3753","25","6733",11
"3754","25","6746",159
"3755","25","6779",14
"3756","25","6780",17
"3757","25","6782",4
"3758","25","6785",36
"3759","25","6792",103
"3760","25","6797",210
"3761","25","6825",302
"3762","25","6854",19
"3763","25","6859",250
"3764","25","6860",48
"3765","25","6864",6
"3766","25","6865",119
"3767","25","6875",86
"3768","25","6882",78
"3769","25","6883",354
"3770","25","6909",47
"3771","25","6913",176
"3772","25","6914",162
"3773","25","6924",90
"3774","25","6933",28
"3775","25","6946",8
"3776","25","6947",380
"3777","25","6954",168
"3778","25","6955",12
"3779","25","6958",3
"3780","25","6961",73
"3781","25","6962",76
"3782","25","6968",57
"3783","25","6977",34
"3784","25","6978",9
"3785","25","6979",108
"3786","25","6992",104
"3787","25","7013",1
"3788","25","7021",220
"3789","25","7028",162
"3790","25","7029",117
"3791","25","7067",71
"3792","25","7111",157
"3793","25","7128",76
"3794","25","7135",458
"3795","25","7136",3
"3796","25","7141",56
"3797","25","7174",585
"3798","25","7194",3
"3799","25","7241",11
"3800","25","7273",1
"3801","25","7279",80
"3802","25","7313",120
"3803","25","7324",37
"3804","25","7331",44
"3805","25","7333",171
"3806","25","7336",152
"3807","25","7361",184
"3808","25","7363",48
"3809","25","7371",177
"3810","25","7572",32
"3811","25","7577",31
"3812","25","7583",81
"3813","25","7602",54
"3814","25","7628",110
"3815","26","4471",1578
"3816","26","4527",1084
"3817","26","4691",365
"3818","26","4724",389
"3819","26","4744",6
"3820","26","4757",5471
"3821","26","4793",1342
"3822","26","4796",567
"3823","26","4802",1087
"3824","26","4806",659
"3825","26","4848",495
"3826","26","4889",1076
"3827","26","4890",1001
"3828","26","4893",361
"3829","26","4932",750
"3830","26","4942",629
"3831","26","4951",93
"3832","26","4954",3514
"3833","26","4989",861
"3834","26","4992",1395
"3835","26","5018",792
"3836","26","5032",4392
"3837","26","5034",59
"3838","26","5038",146
"3839","26","5064",60
"3840","26","5090",220
"3841","26","5104",162
"3842","26","5116",201
"3843","26","5123",385
"3844","26","5131",543
"3845","26","5138",1797
"3846","26","5162",1214
"3847","26","5163",1139
"3848","26","5168",2303
"3849","26","5177",3375
"3850","26","5188",871
"3851","26","5200",814
"3852","26","5206",886
"3853","26","5220",60
"3854","26","5257",1096
"3855","26","5260",16
"3856","26","5264",1212
"3857","26","5271",78
"3858","26","5273",68
"3859","26","5280",7144
"3860","26","5296",1330
"3861","26","5299",393
"3862","26","5304",626
"3863","26","5318",189
"3864","26","5326",1351
"3865","26","5328",4477
"3866","26","5333",1434
"3867","26","5335",2917
"3868","26","5339",3213
"3869","26","5343",267
"3870","26","5347",68
"3871","26","5348",83
"3872","26","5354",91
"3873","26","5355",7507
"3874","26","5357",27
"3875","26","5366",1322
"3876","26","5398",3081
"3877","26","5404",165
"3878","26","5406",1242
"3879","26","5421",1052
"3880","26","5422",36
"3881","26","5426",3924
"3882","26","5427",46
"3883","26","5428",43
"3884","26","5430",87
"3885","26","5434",1314
"3886","26","5449",1469
"3887","26","5454",3957
"3888","26","5460",197
"3889","26","5463",92
"3890","26","5464",308
"3891","26","5469",177
"3892","26","5477",1083
"3893","26","5489",1145
"3894","26","5502",561
"3895","26","5513",378
"3896","26","5528",1644
"3897","26","5531",9
"3898","26","5536",208
"3899","26","5551",758
"3900","26","5554",4027
"3901","26","5562",16
"3902","26","5578",3877
"3903","26","5594",3055
"3904","26","5596",3874
"3905","26","5599",2269
"3906","26","5614",2486
"3907","26","5620",1928
"3908","26","5634",348
"3909","26","5639",428
"3910","26","5642",21
"3911","26","5644",170
"3912","26","5660",15
"3913","26","5664",870
"3914","26","5670",428
"3915","26","5699",359
"3916","26","5702",1653
"3917","26","5703",1528
"3918","26","5716",1552
"3919","26","5721",1994
"3920","26","5733",87
"3921","26","5744",77
"3922","26","5770",342
"3923","26","5772",123
"3924","26","5791",398
"3925","26","5802",162
"3926","26","5815",117
"3927","26","5816",847
"3928","26","5821",834
"3929","26","5822",159
"3930","26","5840",1235
"3931","26","5841",23
"3932","26","5842",569
"3933","26","5843",89
"3934","26","5849",454
"3935","26","5853",451
"3936","26","5857",2588
"3937","26","5858",2165
"3938","26","5859",60
"3939","26","5865",1011
"3940","26","5866",6570
"3941","26","5870",452
"3942","26","5893",1081
"3943","26","5894",47
"3944","26","5899",273
"3945","26","5910",811
"3946","26","5913",2144
"3947","26","5918",181
"3948","26","5919",829
"3949","26","5921",4749
"3950","26","5922",14635
"3951","26","5926",658
"3952","26","5933",615
"3953","26","5936",1541
"3954","26","5940",197
"3955","26","5941",6
"3956","26","5942",2416
"3957","26","5943",1900
"3958","26","5944",1227
"3959","26","5945",441
"3960","26","5949",103
"3961","26","5950",519
"3962","26","5958",561
"3963","26","5960",514
"3964","26","5968",3176
"3965","26","5974",2385
"3966","26","5977",230
"3967","26","5980",160
"3968","26","5981",161
"3969","26","5990",1485
"3970","26","6000",655
"3971","26","6003",500
"3972","26","6004",1902
"3973","26","6016",2748
"3974","26","6026",573
"3975","26","6029",362
"3976","26","6034",2155
"3977","26","6036",3804
"3978","26","6038",1273
"3979","26","6041",2604
"3980","26","6048",36
"3981","26","6050",242
"3982","26","6051",1575
"3983","26","6056",46
"3984","26","6064",49
"3985","26","6068",5
"3986","26","6072",278
"3987","26","6098",827
"3988","26","6110",2092
"3989","26","6114",73
"3990","26","6119",2064
"3991","26","6128",22588
"3992","26","6130",224
"3993","26","6139",1579
"3994","26","6148",54
"3995","26","6150",1
"3996","26","6164",158
"3997","26","6175",255
"3998","26","6176",2970
"3999","26","6198",3296
"4000","26","6216",145
