"","Sample","loci","n"
"7812","39","5656",5
"7813","39","5660",37
"7814","39","5664",418
"7815","39","5670",18
"7816","39","5699",97
"7817","39","5702",307
"7818","39","5703",306
"7819","39","5716",199
"7820","39","5721",1207
"7821","39","5733",34
"7822","39","5770",206
"7823","39","5772",111
"7824","39","5791",10
"7825","39","5802",57
"7826","39","5815",2
"7827","39","5816",1000
"7828","39","5821",101
"7829","39","5822",287
"7830","39","5840",814
"7831","39","5841",48
"7832","39","5842",62
"7833","39","5843",110
"7834","39","5849",124
"7835","39","5853",77
"7836","39","5857",222
"7837","39","5858",587
"7838","39","5859",13
"7839","39","5865",932
"7840","39","5866",160
"7841","39","5870",15
"7842","39","5893",65
"7843","39","5894",393
"7844","39","5899",284
"7845","39","5910",84
"7846","39","5913",1106
"7847","39","5919",333
"7848","39","5921",1966
"7849","39","5922",396
"7850","39","5926",247
"7851","39","5933",192
"7852","39","5936",36
"7853","39","5940",91
"7854","39","5941",295
"7855","39","5942",2
"7856","39","5943",708
"7857","39","5944",316
"7858","39","5945",47
"7859","39","5949",668
"7860","39","5950",355
"7861","39","5958",58
"7862","39","5960",389
"7863","39","5968",3898
"7864","39","5974",96
"7865","39","5980",151
"7866","39","5981",91
"7867","39","5990",157
"7868","39","6000",275
"7869","39","6003",179
"7870","39","6004",384
"7871","39","6016",1160
"7872","39","6026",385
"7873","39","6029",53
"7874","39","6034",517
"7875","39","6036",1923
"7876","39","6038",419
"7877","39","6041",333
"7878","39","6048",115
"7879","39","6050",24
"7880","39","6051",1132
"7881","39","6056",47
"7882","39","6064",202
"7883","39","6068",20
"7884","39","6072",180
"7885","39","6098",480
"7886","39","6110",678
"7887","39","6114",61
"7888","39","6119",2580
"7889","39","6128",18765
"7890","39","6130",183
"7891","39","6139",1712
"7892","39","6148",15
"7893","39","6150",24
"7894","39","6164",97
"7895","39","6175",173
"7896","39","6176",5643
"7897","39","6198",62
"7898","39","6216",349
"7899","39","6221",245
"7900","39","6226",454
"7901","39","6238",654
"7902","39","6258",229
"7903","39","6265",48
"7904","39","6270",68
"7905","39","6274",72
"7906","39","6282",192
"7907","39","6284",386
"7908","39","6295",549
"7909","39","6298",147
"7910","39","6299",1
"7911","39","6303",312
"7912","39","6318",508
"7913","39","6320",936
"7914","39","6363",345
"7915","39","6366",131
"7916","39","6373",271
"7917","39","6376",141
"7918","39","6378",13
"7919","39","6379",91
"7920","39","6383",376
"7921","39","6384",56
"7922","39","6387",276
"7923","39","6389",398
"7924","39","6393",380
"7925","39","6398",75
"7926","39","6401",102
"7927","39","6404",205
"7928","39","6405",107
"7929","39","6406",166
"7930","39","6407",38
"7931","39","6412",130
"7932","39","6420",350
"7933","39","6432",37
"7934","39","6439",166
"7935","39","6447",1235
"7936","39","6449",38
"7937","39","6450",1053
"7938","39","6454",291
"7939","39","6457",109
"7940","39","6458",267
"7941","39","6459",106
"7942","39","6460",377
"7943","39","6462",577
"7944","39","6483",184
"7945","39","6487",389
"7946","39","6488",194
"7947","39","6492",500
"7948","39","6494",296
"7949","39","6496",218
"7950","39","6498",24
"7951","39","6500",742
"7952","39","6506",129
"7953","39","6507",98
"7954","39","6526",9
"7955","39","6527",404
"7956","39","6528",159
"7957","39","6531",56
"7958","39","6532",780
"7959","39","6533",402
"7960","39","6538",7
"7961","39","6540",243
"7962","39","6544",9253
"7963","39","6552",298
"7964","39","6559",132
"7965","39","6563",413
"7966","39","6570",1
"7967","39","6572",133
"7968","39","6601",160
"7969","39","6620",311
"7970","39","6631",26
"7971","39","6636",11
"7972","39","6639",77
"7973","39","6641",19
"7974","39","6649",159
"7975","39","6652",547
"7976","39","6660",387
"7977","39","6667",309
"7978","39","6679",24
"7979","39","6685",108
"7980","39","6689",381
"7981","39","6713",32
"7982","39","6717",1615
"7983","39","6733",186
"7984","39","6738",9
"7985","39","6746",166
"7986","39","6779",84
"7987","39","6780",56
"7988","39","6782",139
"7989","39","6785",85
"7990","39","6792",440
"7991","39","6797",735
"7992","39","6825",207
"7993","39","6848",3
"7994","39","6854",26
"7995","39","6859",252
"7996","39","6860",335
"7997","39","6864",10
"7998","39","6865",77
"7999","39","6875",985
"8000","39","6882",333
"8001","39","6883",209
"8002","39","6893",7
"8003","39","6909",423
"8004","39","6913",412
"8005","39","6914",212
"8006","39","6924",1204
"8007","39","6933",256
"8008","39","6946",136
"8009","39","6947",266
"8010","39","6954",43
"8011","39","6955",9
"8012","39","6958",64
"8013","39","6961",85
"8014","39","6962",146
"8015","39","6968",20
"8016","39","6977",29
"8017","39","6978",20
"8018","39","6979",511
"8019","39","6992",281
"8020","39","6995",21
"8021","39","7021",65
"8022","39","7024",56
"8023","39","7028",12
"8024","39","7029",346
"8025","39","7067",166
"8026","39","7111",88
"8027","39","7128",182
"8028","39","7135",133
"8029","39","7136",5
"8030","39","7141",114
"8031","39","7174",1960
"8032","39","7194",19
"8033","39","7241",17
"8034","39","7273",331
"8035","39","7279",415
"8036","39","7296",20
"8037","39","7313",414
"8038","39","7324",366
"8039","39","7325",42
"8040","39","7333",463
"8041","39","7336",59
"8042","39","7361",29
"8043","39","7363",534
"8044","39","7367",23
"8045","39","7371",95
"8046","39","7572",25
"8047","39","7583",82
"8048","39","7602",61
"8049","39","7628",968
"8050","4","4471",30
"8051","4","4527",31
"8052","4","4724",20
"8053","4","4744",665
"8054","4","4757",121
"8055","4","4793",152
"8056","4","4796",93
"8057","4","4802",424
"8058","4","4806",23
"8059","4","4848",384
"8060","4","4889",5
"8061","4","4890",87
"8062","4","4893",240
"8063","4","4932",14
"8064","4","4942",40
"8065","4","4951",190
"8066","4","4954",106
"8067","4","4989",452
"8068","4","4992",329
"8069","4","5018",216
"8070","4","5032",978
"8071","4","5034",179
"8072","4","5038",6
"8073","4","5064",1
"8074","4","5090",17
"8075","4","5104",203
"8076","4","5116",75
"8077","4","5123",50
"8078","4","5131",18
"8079","4","5138",18
"8080","4","5162",781
"8081","4","5163",106
"8082","4","5168",212
"8083","4","5177",14
"8084","4","5188",1107
"8085","4","5200",22
"8086","4","5206",90
"8087","4","5220",10
"8088","4","5257",147
"8089","4","5264",57
"8090","4","5271",170
"8091","4","5273",89
"8092","4","5280",1244
"8093","4","5296",27
"8094","4","5299",15
"8095","4","5304",131
"8096","4","5318",12
"8097","4","5326",423
"8098","4","5328",362
"8099","4","5333",340
"8100","4","5335",75
"8101","4","5339",17
"8102","4","5343",166
"8103","4","5348",2
"8104","4","5354",3
"8105","4","5355",6
"8106","4","5357",134
"8107","4","5366",24
"8108","4","5398",256
"8109","4","5404",6
"8110","4","5406",33
"8111","4","5421",81
"8112","4","5422",54
"8113","4","5426",386
"8114","4","5427",92
"8115","4","5428",198
"8116","4","5430",34
"8117","4","5434",15
"8118","4","5449",194
"8119","4","5454",414
"8120","4","5460",81
"8121","4","5463",18
"8122","4","5464",67
"8123","4","5469",52
"8124","4","5477",4
"8125","4","5489",113
"8126","4","5502",55
"8127","4","5513",9
"8128","4","5528",79
"8129","4","5531",2
"8130","4","5536",8
"8131","4","5551",625
"8132","4","5554",789
"8133","4","5562",6
"8134","4","5578",4
"8135","4","5594",49
"8136","4","5596",773
"8137","4","5599",191
"8138","4","5614",196
"8139","4","5620",351
"8140","4","5634",195
"8141","4","5639",27
"8142","4","5644",5
"8143","4","5656",1
"8144","4","5664",180
"8145","4","5670",175
"8146","4","5699",7
"8147","4","5702",29
"8148","4","5703",30
"8149","4","5716",247
"8150","4","5721",26
"8151","4","5733",2
"8152","4","5744",35
"8153","4","5770",14
"8154","4","5772",39
"8155","4","5791",49
"8156","4","5802",4
"8157","4","5815",3
"8158","4","5816",36
"8159","4","5821",26
"8160","4","5822",1
"8161","4","5840",34
"8162","4","5841",78
"8163","4","5842",37
"8164","4","5843",161
"8165","4","5849",12
"8166","4","5853",3
"8167","4","5858",188
"8168","4","5859",243
"8169","4","5865",288
"8170","4","5866",23
"8171","4","5870",63
"8172","4","5893",260
"8173","4","5894",2
"8174","4","5899",34
"8175","4","5910",13
"8176","4","5913",94
"8177","4","5919",13
"8178","4","5921",105
"8179","4","5922",72
"8180","4","5926",111
"8181","4","5933",59
"8182","4","5936",235
"8183","4","5940",119
"8184","4","5941",5
"8185","4","5942",265
"8186","4","5943",201
"8187","4","5944",21
"8188","4","5945",12
"8189","4","5949",17
"8190","4","5950",138
"8191","4","5958",12
"8192","4","5960",4
"8193","4","5968",755
"8194","4","5974",7
"8195","4","5980",7
"8196","4","5981",1537
"8197","4","5990",132
"8198","4","6000",8
"8199","4","6003",3
"8200","4","6004",117
"8201","4","6016",161
"8202","4","6026",82
"8203","4","6029",8
"8204","4","6034",22
"8205","4","6036",160
"8206","4","6038",529
"8207","4","6041",22
"8208","4","6048",28
"8209","4","6050",41
"8210","4","6051",368
"8211","4","6056",30
"8212","4","6064",89
"8213","4","6068",3
"8214","4","6072",10
"8215","4","6098",25
"8216","4","6110",224
"8217","4","6114",378
"8218","4","6119",65
"8219","4","6128",3501
"8220","4","6130",5
"8221","4","6139",112
"8222","4","6164",154
"8223","4","6175",56
"8224","4","6176",566
"8225","4","6198",142
"8226","4","6216",11
"8227","4","6221",3
"8228","4","6226",268
"8229","4","6227",166
"8230","4","6238",81
"8231","4","6258",9
"8232","4","6265",30
"8233","4","6270",2
"8234","4","6274",24
"8235","4","6282",9
"8236","4","6284",142
"8237","4","6295",94
"8238","4","6298",39
"8239","4","6299",58
"8240","4","6303",22
"8241","4","6318",40
"8242","4","6320",110
"8243","4","6363",39
